run         lumi          event
167675       322      352189526
167807       894     1140271277
167807      1102     1378664529
167807      1110     1387563313
167807      1112     1390390761
167807      1125     1405202575
166864       291      305686742
166864       295      309752436
166864       296      310944136
166864       298      313065436
166864       312      323423285
166864       324      336222989
166864       348      360676090
165633       328      425161210
165633       329      426659417
165633       345      448531674
166554       497      594595339
166554       530      633217785
166554       552      659272720
166554       555      662865310
166554       561      670144433
166346       100      107154839
166346       148      173957062
166346       153      180405507
165415       192      210298571
166512      1402     1565677822
166512      1404     1567914674
166512      1419     1582360375
166512      1428     1591248739
165633       127      142663868
165633       430      562626092
165633       461      603378455
166699       108       87817480
166699       136      123611909
166699       148      138289094
166781       159      181608937
166781       186      215835146
167281        39       47936511
167281        58       73967216
166408       419      533153017
166841       520      562483769
166841       526      568696443
166841       527      569213701
166841       546      589626412
166841       566      610204534
166841       584      629157246
166922       121      162632926
166922       257      343064486
166922       265      353541997
166839       157      173353098
166839       196      221289081
166839       207      233978723
166839       208      234866070
166164        10       10739841
166164        19       22833527
166164        24       30180207
166164        32       40444007
167746       222      266345914
167746       226      270423460
167746       260      315657597
167746       269      326748132
167746       279      339985932
167746       279      340816296
167675        12       10872098
167675        37       40257845
167675        67       74344645
166701        91       81275695
166701       108       97740672
166701       114      103698825
166701       171      158330841
166950      1331     1455196700
166950      1359     1478767376
166950      1360     1479731597
165364       466      579875196
165364       499      620122298
165364       500      621015945
165364       502      623916791
165364       514      638086387
165364       520      645867795
165364       533      661560197
166890        81       89563232
166890        81       89658064
166890        88       98071545
166890        89       99484380
166890       100      111861626
166890       123      137736522
166163         3         335070
166163         6        5114382
166163        14       13817773
166163        32       32203016
167102       102      106057252
167102       113      118281861
167102       131      137394925
167102       136      142407432
167102       141      147627742
167102       153      160239757
166565        64       58955808
166565        66       61036764
166565        76       69998240
167746        56       40635899
167746        64       51217832
167746        81       75421685
167746        90       88353377
167746        92       91097187
167746        98       98232624
167746       100      102010459
167746       103      106026790
166514       375      320392514
166514       401      342124445
166514       406      345685202
166514       428      363832149
166514       430      365472846
166514       445      378118833
167281       383      476557541
167281       511      621778990
167281       571      687381421
167281       577      694472916
167281       583      701230476
166784       119      115796374
166784       120      116839697
166784       121      117621506
166784       192      186095317
166784       201      195496929
166784       219      212120343
166701       340      314121249
166701       370      341305308
166701       375      346527358
166701       377      347618765
166701       385      355643523
166701       394      363310402
166701       398      367081366
166701       410      377994527
166701       417      383686404
167898       480      571517178
166033       799     1089241897
166033       825     1121661849
166033       826     1123257951
166033       826     1123557416
166033       839     1139388484
166950       507      604343502
166950       525      624939225
166950       534      635281840
166950       539      641126136
166950       542      643791615
166950       550      653276409
166950       550      653513951
166864        67       71551384
166864        77       83431314
166864       113      118993056
165472        92      107032701
165472       136      157646846
165472       145      169098705
165472       152      177162303
166512      1438     1600720172
166512      1441     1603079170
166512      1475     1635161423
166512      1488     1647301859
166512      1488     1647674665
166512      1493     1652452609
167786        15        4977002
167786        46       46139241
167786        53       55841471
167830       513      523605829
167830      1020     1047706893
167830      1158     1183707264
167830      1233     1256788919
167830      1239     1263169028
167830      1241     1264200630
166408      1017     1262725060
166408      1134     1393431246
166408      1140     1400082619
166408      1156     1418161462
166408      1161     1423975021
167675       780      828338292
167675       794      841845192
166950        12        5004646
166950        42       39549409
166950        45       43415810
166950        51       51923871
166950        62       66151740
165567       357      442963073
165567       358      443460897
166380       367      426558990
166380       375      434821664
166380       380      439809023
166380       381      441028824
166784        32       30089327
166784        27       24589301
166784        45       43034072
166784        55       52311552
166784        60       57744825
166784        71       67971715
166784       129      125472250
166033       768     1050894045
166033       786     1073504501
167281       495      604054353
167281       500      610297092
167281       524      636512131
167281       562      678000425
167281       562      678577295
165617       121      164394635
165617       177      244458128
165617       182      251787024
165617       182      251870510
165617       188      259994920
165617       200      278223148
167830       701      720619692
167830       729      750349897
167830       746      768201803
167830       747      769653505
167551       108      114335109
167551       109      114953768
167551       111      118957374
167551       118      128980998
167551       121      134204090
167551       148      173621724
166380       840      928677962
166380       863      952534131
166380       943     1034316818
166380       961     1053000172
166380       989     1080070585
166841       812      856231678
166841       827      870701080
166841       839      882333562
166841       842      885080853
166841       856      898487524
166841       866      908159724
167284       888      753909309
167284       927      788807174
167284       941      801764289
167284       952      810974256
167284       965      823129877
167284       976      832271719
167284       980      835922743
167284       992      846846659
167284      1004      857240277
167284      1013      865534158
166922         6        4880075
166922        14       17080869
166922        16       18695828
166922        21       26613851
166922        22       27051987
166922        44       58094204
166888       107       95363025
166888       118      111144484
166888       119      112586754
166701       431      396517951
166701       433      398180147
166701       443      407055859
166701       450      413644526
166701       461      423069934
166701       626      566097539
167807       857     1096796550
167807       860     1100516760
167807       869     1110365088
167807       879     1122650374
167807       905     1153308435
167281        84      107745376
167281        94      121350409
165548       115      157726824
165548       152      209157375
167041       498      545727822
167041       500      547595150
167041       529      577149477
167041       531      579117509
167041       546      595455704
167041       554      603588685
167041       566      615882649
167041       568      617944393
167807       109      111364804
167807       110      112999882
167807       110      113672768
167807       119      126923255
167807       143      162442579
167807       144      163035808
167807       147      167890954
167807       147      167897471
167807       149      170153697
167807      1406     1705590590
167807      1667     1974291740
167807      1684     1991444569
167807      1688     1995213661
167807      1696     2003332926
167807      1705     2012557967
167913       329      348747678
167913       395      419637556
167913       396      421138510
167913       397      421688559
167913       400      424852008
167913       414      441193882
167913       415      441305423
165993       644      728529305
165993       650      735276788
165993       666      752816676
165993       678      765415428
167673       254       92980637
167673       397      286341707
167673       403      293810672
167673       412      305192434
167673       417      311446574
167673       435      335245455
167740        88       61419881
167740       103       82079841
167740       120      105095674
167740       121      106958510
167740       121      105961705
166841        83       89697789
166841        87       94777439
166841        95      103472026
166841       112      122144779
166841       112      122582963
166841       130      142718926
165364       102      118084302
165364       209      258400168
165364       220      272789297
166512      1018     1184038629
166512      1302     1469712946
166512      1335     1502001088
166512      1359     1524837566
165415        73       50985574
165415        85       68406385
165415       659      768358356
165415       666      776212490
165415       670      780884180
165415       674      785120411
165415       682      794606942
165415       716      825450338
165415       718      828193796
166950       125      146349946
166950       246      296521217
166950       259      312715031
166950       261      315362459
166950       262      316199503
166950       266      321354329
166950       266      321604147
166950       279      337067292
166950       284      342941113
166946       112      116188841
166946       122      129808156
166946       128      137523617
166946       133      145314188
167673       212       37664137
167673       219       46699729
167673       221       50089166
167673       222       51511557
167673       244       79309766
167673       244       79424727
167281       210      269914373
167281       217      279075877
167281       223      285444586
167281       223      286165416
167281       227      290525383
167281       239      306056882
167786       105      123016283
167786       115      135988802
167786       127      151855049
167786       153      184940562
167786       153      185368489
167786       159      193454453
167102       211      221251812
167102       215      225723819
167102       229      239949460
167102       410      421748191
167746       121      131114595
167746       170      197350209
167746       175      203196200
167746       185      216314340
167746       208      247723062
167746       213      254308230
166950        69       75078775
166950        70       76257862
166950        74       81741061
166950        92      103927667
166950       106      121831424
167284       115      106137686
167284       128      117719217
167284       208      190693412
167284       231      211308212
167284       270      245895917
167284       270      246653944
166565       541      491578343
166565       585      530076272
166565       595      538240133
166565       596      539279898
167675       160      175458806
167675       163      178452477
167675       169      185489312
167675       174      190407570
167675       179      196574259
167675       179      195659794
167675       182      199253052
167830       364      365774870
167830       364      365867073
167830       488      495535714
167830       507      516726876
167830       524      535621781
167830       552      566352937
167830       555      569080476
167830       584      600387165
166966         4        1620959
166966        15       11504646
166966        27       22427008
166966        31       26738005
166966        34       28811583
166966        72       62301446
166859       212      236989420
166859       241      274370660
166859       259      298342126
166763       337      375242023
166763       338      376988844
166763       406      454588726
166950       658      773179227
166950       676      792341278
166950       724      844829428
166950       744      865731333
166950       749      871739516
166950       787      911560244
166950       926     1056729975
166950       938     1068420691
166950       943     1073593369
166950       956     1086662250
166034       262      281730777
166512       511      620299325
166512      1846     1967721716
166512      1605     1755483094
166512      1626     1775127566
166512      1645     1792182814
166512      1678     1822401014
166512      1681     1825101280
166380       751      835411318
166380       768      853013957
166380       789      875238173
166380       806      892544748
166380       812      899632922
166380       817      904141831
166380       844      933111851
166890       132      147763174
166890       146      163620395
166890       148      165890678
166890       152      170084979
166890       152      170114660
166890       158      176450403
166890       160      178583026
166890       179      199872113
166923         4        2127863
166923        17       17657707
166923        19       19223180
166923        20       20864070
166923        20       20448062
166923        32       33986298
166923        42       45544256
166923        47       50840677
166923        52       56210207
166923        63       68885299
166033       705      970928703
166033       716      985385120
166033       739     1014276253
167282       126      126838090
167282       254      259627641
167282       258      263939076
167282       264      269953472
167282       314      319750174
167282       318      323496665
167098       113       82509895
167098       136      112297478
167098       138      115969075
167098       151      131948362
167098       161      145527525
167098       162      146501711
167098       180      168868191
166839       118      125280087
166839       130      140147170
166839       151      166150188
166839       253      288044272
165487         4         819752
165487        13       13597314
165487        21       24386702
165487        27       31510190
165487        28       33219345
165487        33       39421476
166554       262      311700298
166554       295      350038273
166554       295      350222128
166554       306      363313172
166554       306      363184258
166554       307      364821999
166554       308      366599102
166554       310      368740941
165567       251      308456208
165567       510      639752591
165567       527      660864536
167041       268      302627084
167041       282      317654703
167041       288      324798373
167041       289      325729270
167041       323      361960964
166699       620      668867846
166699       623      672095937
166699       629      678056336
166699       693      739473336
166699       709      756289424
166699       721      768556554
166699       727      773907342
166699       734      781468752
166950       250      301433130
166950       299      362106261
166950       309      374227140
166950       321      388477770
167551       184      225639972
167551       197      244933396
167830       312      310386733
167676       202      184880068
167676       224      204634112
167676       224      204605279
167676       228      208764736
167676       232      211998768
167676       264      241174551
167676       278      253089325
167676       290      259498497
167676       304      272440303
167043         6        4486683
167043        18       15969314
167043        22       19413636
167043        28       25758104
167043        34       31646301
167043        39       36396243
167043        46       43378396
167043        54       51577636
167043        55       52479191
167043        55       52371861
167043        76       72695731
166763        47       19709919
166763        62       39123479
166763        76       57466869
166763        80       61953995
166763        82       64456096
166763       186      194928480
166763       209      223063184
166946        63       53152801
166946        69       60883794
166946        77       67326157
166946        80       71732494
166161        38       34872956
166161        40       38091052
166161        46       45769155
166161        62       69076063
166161        64       73166111
166161        71       82428857
166161        74       86673896
166967         4        2231569
166967        22       17269166
166967        43       35368741
166967        99       83689727
166049       533      712128809
166049       533      713091740
166049       545      728366568
166049       546      728662615
166563       126      136251522
166563       276      294957414
166563       538      539304813
166563       556      556774691
165633       381      496741729
165633       476      623301655
165633       479      626633339
165633       489      639400293
167807      1173     1457605187
167807      1206     1493295117
167807      1225     1514128198
166782       257      284837904
166782       520      560783837
166782       535      576703259
166782       538      579419536
166782       551      592726907
166049       122      143950502
166049       244      320876215
166408        94       83575556
166408       102       96097050
166408       106      101523788
166408       107      102950836
167673       282      131331245
167673       286      136470800
167673       288      138518888
167673       299      154384695
167673       302      158305677
167673       317      178421827
166950       849      977186193
166950       873     1001928182
166950       888     1017574020
167078        42       28263352
167078        42       27135148
167078        47       34331248
167078        57       47755847
167078        77       72149611
166380       490      559308577
166380       490      560125075
166380       531      603704373
166380       536      609773410
166565       182      170464574
166565       208      194762647
166565       227      212712650
167675       468      505742789
167675       476      514475505
167675       477      515321415
167675       484      522931337
167675       488      526767604
167675       518      557266769
167675       529      569509206
166438       377      435548874
166438       677      767132906
166438       723      815936484
166438       847      942139758
166438       862      956158032
166554       244      288073104
166554       325      384149592
166554       335      397258877
166554       338      401153364
166554       340      403667363
166554       341      404750032
165364      1066     1245117509
165364      1132     1313116625
165364      1144     1327576864
165364      1163     1351453622
166841       413      447957272
166841       413      447862821
166841       449      487022301
167098        63       25388439
167098        72       37515392
167098        74       39909083
167098        81       49040546
167098        90       60558710
167098        90       60838297
167098       254      261204274
167098       459      463411380
167098       261      269624067
166049       633      840142039
166049       670      887114858
166438       421      484873786
166438       664      753604509
166438       666      755252277
166438       679      769649660
166438       794      888843258
166438       795      889772005
166438       797      891772474
165467       127      131813600
165467       517      664199136
165467       517      664667546
165467       523      672967607
165467       552      709285863
165467       560      719352373
167913       252      268074666
167913       276      293159124
167913       279      296510293
167913       285      302946644
167913       312      330829665
167913       325      344872996
166408       834     1049885229
166408       848     1066540603
166408       861     1081876357
166408       873     1096386744
166049        64       55863731
166049        67       60455213
166049        85       87239853
167898      1278     1498158260
167898      1544     1773200170
167898      1562     1792147821
167898      1589     1819882560
167898      1597     1827024912
167898      1615     1845469503
167898      1625     1855376096
167282        74       74809704
167282        75       75428732
167282        84       84011982
167282        97       97196523
167282       103      103441683
167282       108      108305235
167282       110      109976174
167282       143      145431349
166960        87       78820925
166960       101       91525934
166960       105       95695600
166960       106       96568431
166960       124      113039597
166960       131      119482283
166960       163      149302445
166049       328      438182366
166049       333      444757256
166049       336      449302706
166049       346      462994647
166049       347      465136794
166049       354      473497635
167807      1512     1816143891
167807      1517     1820383748
167807      1538     1842999135
167807      1538     1842578222
167807      1547     1852254975
166890         7        5216034
166890        12       10491073
166890        25       26184343
166890        28       28999080
166890        37       40485961
166890        44       48160709
166890        44       48360269
166890        59       64790477
166890        64       70559221
166864        28       29306185
166864        28       29347357
166864        41       42617475
166864        46       48023557
166864        53       56306251
167898      1365     1586123279
167898      1339     1558784464
167898      1341     1561362108
167898      1381     1603963583
167898      1390     1612750418
166763       123      116648648
166763       562      627806967
166763       579      646215620
166763       588      656862168
166763       589      657217949
166763       590      658073916
166763       618      688326290
167675       386      419567214
167675       392      426225862
167675       397      431638279
167675       420      455917475
167675       430      466694880
167675       434      470759338
167675       447      484402132
166890       127      142013737
166890       207      231175458
166890       212      236935394
166890       219      243787888
166890       232      258965397
166890       235      261860802
166890       245      272676492
166890       245      272541655
166763       487      545758788
166763       538      602178849
166763       570      636948182
165415       938     1093384498
167151        34       41317731
167151        35       42336950
167039        31       36144444
167039        36       42986379
167039        37       43605932
167039        40       47901672
165121       259       98622095
165121       291      111331581
165121       349      134009263
165121       363      139597741
165121       365      140480936
165121       443      170083945
166380       634      713690206
166380       635      714280095
166380       648      728426795
166380       662      743757503
166380       667      748743345
166033       351      493740048
166049       375      502423343
166049       375      502670276
166049       379      508733464
166049       425      570407530
166049       427      572966368
166049       435      583178488
167674        18       20718355
167674        27       31672301
167674        40       48154298
167674        52       62738865
167674        56       68474902
167898       691      837804326
167898       723      876068600
167898       734      889662159
166049        98      107516149
166049        99      108691580
166049       106      118912164
166049       106      119213671
166049       117      136495094
166049       118      137801126
166049       131      156000194
166049       135      163247498
166049       136      164173323
165472       383      433456482
165472       484      541292440
165472       495      553646375
165472       519      584730197
165472       542      615666344
167740       137      127415245
167740       148      143073116
167740       153      149551830
167740       159      157167679
167740       163      162595290
167675       101      113307296
167675       102      114471206
167675       102      113801912
167675       107      119700579
167675       110      123688199
166408       173      196813550
166408       182      209609961
166408       185      214140847
166033       214      294911184
166033       226      311987383
166033       226      312173876
166033       231      320491331
166033       232      321431817
166860         3        1329317
166860         8        7384526
166860        18       18486574
167754        66       43641625
167754        95       83646776
167786        66       73306698
167786        71       79243669
167786        75       84418718
167786        87      100013989
166554       115      116923760
166554       115      116304447
166554       204      235961793
166554       209      242695833
166554       228      267835028
166554       229      269210969
166859       254      291084735
166859       404      478169053
165467        66       56599967
165467        71       62338647
165467        72       64227402
165467        85       79620835
165467        94       87355765
166841       902      942302748
166841       902      943117849
166841       904      944275877
166841       928      967013306
166841       945      983248601
166841       956      993245949
166841       960      996803388
166380       539      612694761
166380       552      626222142
166380       555      629820712
166380       557      631361115
166380       580      655843191
166380       581      657397765
166380       581      657035954
166380       586      662190076
166380       593      670080501
165617       104      138458296
165617       130      178603116
165617       133      182596253
165617       138      189483714
165617       152      207385600
165617       174      240156754
165208        45       39223401
165364       694      848241777
165364       704      858754855
165364       726      884401566
165364       726      883854492
165364       736      895612249
167102       343      355287085
167102       352      364359180
167102       356      368134274
167102       364      376460222
167102       372      384284493
167102       403      414312367
165415       276      317834615
165415       288      332869547
165364       240      299606825
165364       240      298866292
165364       265      331361808
165364       282      352905340
167041        71       80564834
167041        79       89625531
167041       135      154137860
167041       153      175022741
167041       154      175560222
166462       508      528385204
166462       246      247725193
166462       247      248905020
166462       377      391551349
166462       417      431225621
166462       434      449983054
166462       439      455222518
166033        35       19514780
166033        51       45351770
166033        66       69075718
166150        48       68440315
166150        53       75191189
166150        55       78522795
166150        63       89677951
166150        80      114747445
166150        84      120644747
166150        84      120240780
167282         4        1743796
167282         6        3502666
167282        32       30948994
167282        59       59162886
167830        72       66822835
167830        92       85324800
167830       140      130805766
167830       193      183164909
167830       226      219783803
167830       241      235004917
167807      1260     1551614603
167807      1266     1558352403
167807      1355     1652964548
167807      1386     1684664903
166889        57       65170403
166889        65       75202428
166889        73       84965913
166889        80       93610064
167807       399      515205480
167807       399      514801412
167807       417      538548712
166864       349      361725090
166864       353      366470443
166864       354      367264187
166864       357      370335038
166864       364      377223081
166864       371      382246249
167913        97      103725203
167913       108      116513336
167913       152      162187269
167913       169      180151874
167913       187      199735510
167913       202      215356453
167913       426      454162108
167913       430      458323475
167898      1226     1443273228
167898      1245     1463102109
167898      1249     1467596443
167898      1286     1507050749
166894       139      132352132
166894       151      143197740
166894       159      151666138
166894       160      151845894
166380       881      971160301
166380      1011     1102265065
166380      1015     1106726720
166380      1400     1479356646
166380      1420     1498319105
165993       464      527171782
165993       497      565812229
165121        12        4096800
165121        15        5429350
165121        19        6881897
165121        96       36945802
165121       114       43863539
165121       213       81079629
165514       474      646715098
165514       482      659245602
165514       487      665255974
165514       516      708158711
166895       365      333733167
166895       394      360306788
166895       407      372324757
166895       430      392285640
165415       737      848786490
165415       758      871972424
165415       759      873540599
165415       801      916291153
165415       802      917483404
165415       808      923883721
166894        93       87627807
166894       108      102360060
166894       115      109184700
165506       154      147568147
165993       267      295799895
165993       284      316459829
166859       295      343043495
166859       295      343068954
166859       299      348615323
166859       300      349909032
166859       304      354888088
166859       310      362423121
166950       670      785595758
166950       703      822003649
167078        96       97297360
167078       134      146617187
167078       149      166393370
167078       163      183856242
166859       318      372669715
166859       323      378639820
166859       331      388006092
166859       336      394402946
166859       348      409388393
166859       349      410345829
166033       284      397730647
166033       300      419802426
166034       134      143743815
166512       357      433051960
166701         3         656354
166701        53       45534774
167284      1049      896967251
167284      1066      912378295
167284      1089      932260307
167284      1106      947449043
167284      1115      954743038
167284      1134      971448617
166380       124      147317180
166380       241      284428165
166380       245      288924284
166380       255      299656813
166380       263      309386023
166380       289      339109282
166699       806      852909893
166699       809      855512140
166699       852      897613734
166699       853      898977447
167898       641      774650333
167898       742      899367666
167898       756      917164187
167898       760      920947837
167898       773      937195405
167898       792      959593568
167898      1653     1882918191
167898      1655     1885344934
166895         6        3561714
166895        20       17010023
166895        48       42546888
166895        64       58179843
166554       177      200208649
166554       184      210242251
166554       201      231372452
166554       203      234748803
166889        12       10882365
166889        23       23564470
166889        27       28250349
166889        28       29649523
166889        29       30668691
166889        55       63102605
165364       174      212512421
166842        81       74243380
166842        91       83939340
166842       164      151829759
166346        49       35032186
166346        54       41829321
166346        60       51163479
166346        67       60442480
166346        76       73137473
166782       252      279278556
166782       454      493689193
166782       469      508829206
166782       508      548380967
166782       516      557374514
166923        71       77680862
166923        74       81269371
166923        80       88063545
166923       126      138591800
165415       308      357848265
165415       352      410747720
165970        79       60369517
165970        82       63664738
165970        85       68259333
165970        96       84560464
165970       101       91465391
165970       101       90568323
165970       102       91850980
165472       313      355601917
165472       318      361213606
165472       321      363692185
165472       350      395973128
167281       312      394193594
167281       329      412375295
167281       344      431081479
167281       367      457196786
167551       206      258012478
167551       209      261627824
167551       211      264371529
167551       227      287233198
167551       240      305487822
166512      1777     1910480709
166512      1814     1943066332
166512      1842     1964646670
167282       178      181803815
167282       200      204747075
167282       245      249994512
167284       505      442025804
167284       616      534762086
167284       623      540653837
167284       625      542669729
167284       632      548249126
167284       709      610864372
167284       709      610841099
166033       866     1172828588
166033       868     1175208673
166033       873     1180825679
166033       880     1189536492
166033       893     1205692645
166033       906     1221844059
166033       912     1228279643
166950      1161     1291472057
166922       510      660801342
166922       634      809069019
166922       766      961574052
166839       217      246303175
166839       219      247806366
166839       236      267866556
166839       243      276722287
167746       332      408089553
167746       338      414796086
167746       349      429410470
167746       372      458586815
167746       378      465642967
167284       300      272718363
167284       325      295067782
167284       327      296569695
167284       342      309699531
166408       998     1240899214
166408      1043     1291760301
166408      1044     1292815202
166408      1065     1316867377
167551        59       39714903
167551        79       70608310
167551        84       77305608
166922       364      480524988
166922       371      488524759
166922       373      492051850
166922       116      155827409
166922       116      155987193
166922       118      157705125
166922       226      302153267
166922       236      315769764
166922       239      319512152
166922       239      319674226
166890       251      279178739
166890       374      411123610
166890       377      413749183
166890       429      468563796
165364       784      949111353
167807       375      483113121
167807       444      575553302
167807       445      576420275
167807       462      599795620
167807       468      606658385
167807       478      620196911
167807       481      625169591
166438       305      353029210
166438       402      463610473
166438       409      471471755
166438       414      477095165
166438       792      886172025
166438       799      894290832
166438       800      895315754
166438       816      910867096
167284      1420     1212077152
167284      1429     1219293600
167284      1446     1233512001
167284      1460     1245038074
166699       545      590123423
166699       546      590627451
166699       566      612447997
166699       583      629679601
166699       586      633255933
166699       603      651011455
166408       269      330692326
166408       271      333810794
166408       273      335919373
166408       281      346815452
165364       577      712745984
165364       594      732609148
165364       598      736765514
165467       601      770411983
165467       605      775530908
165467       672      858861310
165514       256      334938606
165514       500      684791028
165514       416      564590754
165514       442      601938356
165514       443      602664543
165514       447      608245401
165514       450      613175209
165514       451      614464058
167281       296      375375404
167281       301      381038012
167281       315      397821928
166888       405      481831854
166888       419      499850879
166888       420      500570763
166888       437      522318876
166888       446      533998811
166888       450      539041106
166888       451      539775964
166438       162      180575543
166438       239      275388842
166438       281      324955610
166408       508      649128664
166408       696      883573205
166565       871      773007779
166565       875      776610956
166565       876      777554731
166565       879      780136202
166889       209      246745200
166889       212      250623311
166889       220      259640043
167284      1168     1000803371
167284      1175     1006524722
167284      1210     1036941856
167284      1229     1053208908
167284      1246     1066878354
167284      1251     1071917338
167284      1257     1076505799
167284      1263     1081442092
167284      1283     1098084883
167284      1287     1101542624
166701       118      107269566
166701       123      111836997
166701       123      112525546
166701       223      206355233
166701       230      213636145
166701       238      220569777
166514       251      216265200
166514       350      299434588
166514       353      301810934
166514       360      307997970
166514       369      315204351
166514       385      328592163
166049       268      354282854
166049       268      354700139
166049       284      377903736
166049       289      383772873
166049       301      400281831
166049       304      404839130
166782       166      185483019
166438       349      402931797
166438       752      845572956
165364       993     1169554930
165364      1007     1184401996
165364      1049     1227542900
165364      1053     1231569769
165364      1082     1262229603
165364      1083     1262850150
166563       649      646621124
166563       688      684131037
166563       698      693248371
166563       709      703890238
166699       259      270897127
165993      1053     1153554339
165993      1074     1174941849
165993      1084     1184637272
166950       375      452645996
166950       406      488315927
166950       411      494553513
166950       414      498062785
166950       444      532733010
166781        90       98754753
166781       100      112485365
166781       131      145846939
166781       139      157159155
166781       149      168893013
166408       756      956163465
166408       778      982983945
166408       805     1015578142
166408       812     1024318064
166408       814     1025533810
166565       372      341950737
166565       398      365806112
166565       414      379567868
166565       415      381324174
166565       416      381693246
166565       417      382612767
166565       440      403298881
167807       501      650969910
167807       520      675124756
167807       532      691659722
167807       548      711389250
167807       330      421591079
167807       354      454121475
165617        94      123358433
165617        97      128404772
165970       218      251745978
165970       231      268770247
165970       231      268316446
165970       233      271533505
165970       236      275537655
165970       242      283321208
165970       248      292095881
165970       251      295100789
166033       555      775579166
166033       557      778209988
166033       557      777766591
166033       563      785427883
166033       571      796027244
166033       575      801370936
166950       574      679648411
166950       592      700763987
166950       596      705222663
166950       667      782514563
165993      1511     1584822737
165993      1542     1612563220
165993      1561     1628875273
165993      1578     1643850108
165467       456      585198912
165467       457      586246770
166462       270      275217873
166462       278      284750676
167675       693      740277805
167675       701      747808719
167807        70       53722667
167807        96       92569918
167807       102      102007818
166033       373      524389247
166033       420      590438534
166033       431      606148657
167898       862     1042439191
167898       951     1146175204
167898       952     1147216174
167898       952     1146804475
165487        72       91371012
165487        74       93430064
165487        92      116660756
167830       111      103483771
167830       261      256837883
167830       276      272167143
167807       283      357531773
167807       286      362023905
167807       298      378650839
167807       303      385569724
167807       306      389476650
167807       315      401963976
165467       100       94633608
165467       140      150258586
165467       142      153294296
166408      1148     1408828687
166408      1150     1411725295
166408      1185     1450548361
166408      1186     1450856802
166408      1192     1458063427
166408      1210     1477078756
166408      1220     1488637249
167551       324      422380096
167551       333      433633425
167551       346      451769534
167551       358      468761524
165415       841      966297489
165415       844      971013843
166888       216      238883150
166888       223      248406457
166888       257      294858982
166787       291      264783269
166787       309      281120902
166861        11        7800802
166512      1093     1261822813
166512      1099     1267893957
166512      1138     1308198193
166512      1141     1310994697
166380      1094     1184855445
166380      1094     1185183949
166380      1187     1276976090
166380      1205     1294009372
166380      1215     1303929066
166380      1243     1331702221
166380      1336     1420742414
165993       712      801740029
165993       744      835832874
165993       750      843014203
165993       777      871087249
165993       788      882814476
166888        61       36567799
166888        88       74385983
166895       172      158322824
166895       204      188077886
166895       270      247155610
166438       143      156774438
166859       125      123126019
166859       161      170103986
166859       163      172848933
166859       171      183877777
166859       178      193697693
166859       196      216088060
166859       209      233719001
167898       220      216700794
167898       223      220548515
167898       234      237044991
166699       776      822549641
166699       778      825245639
166699       779      825485892
167898      1632     1862826687
167898      1671     1903920626
167898      1701     1937692403
167898      1704     1941470336
167898      1729     1969832488
167898      1742     1983849302
167676       349      312409579
167676       366      327393481
165472       397      448185872
165472       416      467910854
165472       417      469465259
165472       418      470041146
165472       433      486091955
165472       434      487473534
165472       438      491480674
165472       445      499775702
165472       457      512533561
165472       463      518563716
166408      1067     1319221032
166408      1081     1334886081
166408      1083     1337058776
166408      1085     1338870442
166408      1118     1375607931
166049       252      331983190
166049       412      552756731
167098       384      416987223
167098       385      418067460
165364       294      368187120
165364       297      372009991
165364       298      373061786
165364       316      395413001
165364       330      412897579
165364       342      427410837
166034       219      235001581
166034       235      252855285
166034       237      255101996
166034       243      262053346
166034       271      292337089
166033       518      725152075
166033       518      725502133
166033       522      730206311
166033       527      737802887
166950       963     1093747216
166950       966     1096790919
166950       969     1099504053
166950       970     1100688894
166950       973     1104398168
166950       992     1123021333
166950       993     1124523099
166950      1054     1185009651
166950      1057     1188292830
165993       140      138734805
165993       161      165376564
165993       171      178079243
167284       410      360853337
167284       447      393418123
167284       473      415742781
166380       819      906794377
166380       819      906744625
166380       907      997678292
166380       913     1004288091
166380       915     1006324771
166380       920     1010795261
166380       923     1014004061
166380       926     1016948787
166380       932     1023458711
166380       945     1036680200
166380       946     1037983400
166895        81       73289459
166895        99       89830585
166895       111      101050435
166895       141      129407193
166895       170      156129462
165570       166      220083501
165570       167      220864408
165570       194      257724278
166841       745      791194685
166841       760      805689200
166841       788      833062738
166950       147      173776607
166950       176      211235075
166950       179      214410393
166781       236      279189440
166781       242      286667200
166781       294      349343239
166781       321      381764477
165617       201      278849339
165617       226      315802141
166374       147      170029416
166374       159      186850333
166374       165      194772396
165993       256      283018564
165993       360      405933525
165993       377      425915960
166438       110      115716599
166438       622      708500363
166438       633      719844453
166438       636      723550728
166923       211      231530127
166923       217      238049201
166923       222      242732983
166923       278      303234728
167807       991     1253236150
167807       996     1258686379
167807      1000     1264185097
167807      1035     1303703803
167807      1040     1309412756
167807      1040     1308894577
167807      1834     2139646676
167807      1837     2143108418
167807      1838     2143736925
167807      1840     2145482939
166888       164      168662143
166888       169      174903885
166911        91       76524527
165364       633      778047630
165364       635      780510140
165567       489      612289609
165467       645      826322585
165467       659      843490206
166950       789      913379723
166950       799      924801180
166950       810      935758497
166950       813      939428375
166950       824      950621386
166950       829      955683450
166950       831      957748632
166512        51       32762012
166512        71       61155220
165205       128      103566455
165205       141      115871233
165205       143      118642093
165205       145      120138915
165970       151      159776709
165970       166      181301017
165415      1023     1201887302
165415      1362     1612910108
166888       255      291446269
166888       317      373599605
166888       323      381364491
