run         lumi          event
166888       334      396060204
166033      1142     1497979190
166033      1215     1580671604
166033      1215     1580625072
166033      1218     1583537848
166033      1221     1587104475
166033      1225     1591456248
166033      1232     1599421950
167284      1407     1201710202
167284      1408     1202659079
167284      1553     1320061561
167284      1554     1320786157
167284      1558     1323894436
167284      1601     1357795375
167284      1640     1388577179
166462        90       63741297
166462       101       76891872
166462       118       98349399
166462       124      105192575
166462       125      105956551
165993      1590     1655076296
165993      1611     1673393962
165993      1632     1691401531
166554       575      686019301
166554       585      698471602
166554       598      713181087
166554       625      744167915
167041       600      649650776
167041       631      681211883
167041       646      696159392
167041       655      705790317
166486       117       90510472
166486       122       96531338
166486       123       97119880
166486       128      102998690
165633       169      203263920
165633       182      222414674
166763       234      253600143
166763       248      270566554
166763       251      274829534
166763       259      284103052
166763       277      305089902
166922       306      406460591
166922       317      420187620
166922       328      433912562
166922       328      434668457
166922       331      437761161
166922       339      448182747
166922       339      448443483
166462       451      468309657
166462       483      502043699
166462       493      513056983
165415       433      509066368
165415       454      533792429
165415       473      556502435
165415       537      630569831
166554        63       44829405
166554        65       47766407
166554        81       69787581
166841       671      717995481
166841       685      731496854
166841       693      739856020
166841       723      769352920
166512       289      347661212
166512       299      360644986
166922       640      815930038
166922       645      821503955
166922       652      829853169
166922       653      831634799
166922       667      847041734
166922       671      851814264
166787        11        7634399
166787        29       25101985
166787        42       36833422
166787        50       44249597
166787        69       62243513
166787        77       70134418
166787        82       74887051
165487       100      127107891
165487       110      140598333
165487       121      155533480
165487       124      158628527
165487       139      178543068
165487       144      185185389
166922        67       88153097
166922        93      124636123
167898       122       75404732
167898       124       78071803
167898       338      380713947
167898       345      390237676
167898       348      394139755
167830       387      389557922
167830       392      394926296
167830       405      408113486
167830       420      423862305
167830       432      436367155
167830       456      460554348
167830       460      464505798
167830       467      473193936
167830       471      476974895
167830       484      491434742
165364       967     1142589626
165364       977     1152209341
166033       165      221124814
166033       170      228607716
166033       192      262411879
167898       287      310209632
167898       289      313742821
167898       292      317258030
167898       305      335648924
167898       321      357639892
167898       326      364657054
166784        76       73874170
166784        89       86139758
166784       100       97432112
166784       101       98026945
166784       133      129714329
166408       715      906449248
166408       715      906942219
166408       719      912051182
166408       730      925488786
166408       732      927181799
167898       132       89274961
167898       145      109134798
167898       156      126138920
167898       177      155848889
165570       257      344879998
165570       258      346130392
165570       283      379155487
165570       286      383096239
166565       639      576350353
166565       720      646175872
166565       721      647280289
166565       724      649798805
166565       732      656329922
166565       773      691333148
166565       778      695554562
166565       783      699687477
166565       784      700089405
166565       789      704157575
167284         9        6475183
167284        16       12518025
167284        34       29729639
167284        34       29814400
167284        34       29548526
167284        35       30792157
167284        50       44838369
167284        67       61140071
167284        73       66498106
167898      1156     1367353704
167898      1199     1414327738
167898      1207     1423035263
167898      1215     1431542650
166380       195      231043103
166380       206      242730138
166380       224      263860125
165558        28       31395122
166512       636      766984215
166512       715      856573520
166512       740      884731938
166512       746      890798954
166512       583      704904073
166512       583      705348867
166512       586      708421023
165472       157      182335758
165472       163      189235007
165472       166      192744708
165472       167      193899045
165472       182      210564130
165472       209      238400681
166033      1134     1488112086
166033      1165     1523474854
166033      1180     1541286277
166380      1037     1128455555
166380      1052     1143688747
166380      1074     1165244181
165570        68       90114784
165570        74       98177240
165570        82      109310946
165570        99      126460239
165570        99      126166845
165570       101      129671242
165570       102      130632580
165570       103      132526287
165570       105      134628955
167674       111      137404522
167674       119      146928029
167674       175      215835931
167674       175      214989125
166950       463      554860969
166950       467      559546519
166950       476      569210752
166950       480      574083616
166950       491      585913792
166380      1705     1758372782
166380      1733     1783876978
166380      1747     1795657023
166380      1751     1799076539
166380      1756     1803799282
165205       123       98731982
165205       190      164176123
165205       208      181511968
167282       317      322906926
167282       389      393436737
166563       145      156071693
166563       160      172491924
166563       174      187412479
166563       181      195357973
166563       204      219425316
166512       519      630017098
166512       533      646255355
166512       536      650363299
166512       542      656700932
166512       543      658732268
166512       560      678181536
167807       763      983806575
167807       914     1164181811
167807       928     1179920051
167807       937     1190285380
167807       943     1198079522
167807       968     1226247501
166699       640      690082761
166699       646      696264251
166699       652      701619121
166699       662      712253883
166699       663      713275524
166699       673      723227631
166699       675      726031191
166699       677      727334032
166699       682      728545613
166699       685      731241268
166034        82       87900929
166034        83       88998133
166034        83       88492387
166034        87       92598878
166034        98      104926100
166034       105      112356895
166034       118      126608409
166034       129      138090943
166033       599      833226056
166033       646      894731891
166033       246      341728634
166033       253      352759291
166033       262      366063416
166033       263      366385818
166033       270      377156703
166033       276      385789426
166033       279      390453315
166699       497      538355891
166864       118      123626568
166864       203      215534899
166864       205      217506933
166864       216      228996784
166864       218      231228970
166864       222      235153838
166864       224      238045282
166864       229      242765833
166864       239      254270154
166864       246      260050274
166864       246      260128230
166864       260      272241425
165993        89       73339611
167807       653      846282472
167807       658      853190422
167807       660      855519963
167807       667      863397631
165415       255      291923756
165415       494      581053534
165415       544      638919911
165415       568      667100862
165415       566      664584034
165472       569      650872334
165472       574      658234642
165472       587      675160731
165472       618      714637890
165970       111      104678467
165970       187      209607673
165970       193      217791540
165970       209      238851182
166859        63       39906004
166859        85       68676676
165514       294      389956877
165514       294      390270454
165514       312      417249288
167674       256      311942807
167674       338      406816524
167674       341      410936825
165567       238      290029859
165567       267      330333441
165567       272      337323359
165567       287      356471905
166701       268      248713790
166701       280      259958354
166701       307      284359632
166701       331      306115895
165570        22       23630182
165570        26       29488194
165570        39       48256989
165570        57       74563343
166950      1249     1376891777
166950      1251     1378515475
166950      1256     1383452277
166950      1257     1384231144
166950      1262     1389542401
166950      1263     1390540851
166950      1269     1395830612
166950      1280     1406068455
166950      1281     1407738664
166565       622      561702157
166565       657      592395226
166565       662      596262131
166565       662      596786443
166565       664      598004215
166380        61       71698864
166380        66       76891984
166380        89      104576714
166380        97      115089893
166380        99      117284536
166784       247      239534385
166784       249      241171340
166784       328      315795009
166784       340      326928887
166784       347      333183373
166784       349      335028605
166784       350      335633059
166438        40       27286558
166438        51       41566341
166438        76       74870863
166438       534      611879942
166923       133      146951276
166923       142      156219609
166923       156      171946259
166923       164      179795117
166923       165      180940366
166923       192      210610141
165548       250      342780337
165548       259      354075949
165548       270      369701653
165548       278      380236468
165548       301      411184666
167041       118      134759865
167041       120      137252144
167041       126      143796342
167041       209      238117157
167041       227      257309786
167041       244      276000818
167041       262      296608505
166782         4        2337210
166782        14       13695623
166782        40       43501694
166946       141      155747768
166946       155      174689268
166946       168      191721168
166946       175      201810107
166049       462      619997441
166049       470      630662448
166049       491      657844979
165993      1276     1368849353
165993      1368     1455012082
165993      1384     1469151179
165993      1413     1495958843
166033       125      159418705
166033       393      553033771
166033       398      559436826
166033       401      564409608
166033       417      585901962
165364      1174     1365215984
165364      1181     1373543069
165364      1188     1382183496
165364      1198     1394779171
165364      1203     1400136216
167673       322      185301182
167673       332      199293682
167673       334      201885984
167673       340      209740998
167673       340      209685691
167673       358      234097128
167673       387      272902484
166966       197      172206496
166966       208      182215560
166966       221      193861076
166966       225      197367659
166966       238      208075203
165570       377      504719611
165570       440      586668908
167807       235      289398668
167807       238      293961543
167807       238      293890789
167807       244      303105784
167807       244      303380350
167807       249      310187855
166895       527      478736483
166895       552      500326406
166895       555      503261408
166895       579      524368371
167039        80      100197518
167039        85      107101814
166960         4        1546881
166960         8        5254019
166960        17       13721077
166960        59       52102886
166960        73       65430863
167807      1051     1321267348
167807      1056     1327115301
167807      1057     1329040813
167807      1082     1357179055
167807       550      714031571
167807       587      762181626
167281       150      193696881
167103        17       14089045
167103        20       16799216
167103        22       18540420
167103        24       20958510
167103        40       36237423
167103        45       41038842
167103        54       50173228
167103        79       73294879
166438       189      213931955
166438       208      237351819
166438       216      247412156
166429        49       32447115
166429        67       55470914
166429        81       75610753
165570       647      846599374
165570       658      860717981
165570       688      896985079
165570       707      923076731
165567       288      358227034
167675       842      889967572
167675       849      896871518
167675       878      925546609
167675       882      929315009
167675       908      954215771
166699       287      303813071
166699       294      311218488
166699       311      331483583
166699       325      347473028
166699       326      348422744
166950      1189     1318470266
166950      1194     1323327989
166699        71       42320545
166699        73       44252748
166699        80       53049097
166699        82       56423273
166049       509      681510069
166049       535      714594725
166049       578      769701708
166049       594      789630264
165970       238      278629127
165970       254      300013327
165970       302      362405327
165970       303      363652260
165970       318      383218027
167676        14       10460360
167676        20       16457729
167676        20       15829800
167676        22       18400729
167676        68       61185469
166380       871      960464491
166380      1035     1126589408
166380      1084     1174851874
166380      1084     1175441807
166380      1090     1181457320
166380      1107     1197933179
166380      1118     1208638636
166841       211      230085833
166841       223      242520661
166841       232      252690417
166841       259      281137180
167674       241      293671797
167674       281      341888832
167674       299      362990558
167674       302      366557924
167674       306      371146588
167674       315      381880733
165993      1268     1361100610
165993      1271     1364116228
165993      1286     1377990389
165993      1319     1409288184
165993      1332     1421601854
165993      1341     1430071413
167674       205      251726158
167674       210      257048494
167674       220      268519633
167674       232      283896551
167674       264      321859683
167098       193      185288741
167098       201      195417069
166841       605      651002288
166841       662      708320167
166841       667      713141150
165633        62       46625271
165633        70       59046927
165633        74       64436617
165633        76       67370791
165633        80       73381743
165633        87       84579607
165472        12       11796314
165472        17       17390122
165472        55       63422681
165970       265      313974193
165970       270      320892921
165970       277      330223130
165970       284      338481245
165570       763     1006704909
165570       801     1062866678
165486        49       46583012
165486        67       72267105
165486        79       87613326
165472       635      736959180
165472       726      853669006
165472       762      899138110
167898      1273     1492465408
167898      1407     1630441711
167898      1490     1717942708
167898      1493     1721552565
167898      1493     1721433933
167898      1508     1736619455
167898      1510     1738379625
167898      1519     1748414882
167898      1525     1754484650
167898      1555     1784544170
167898      1557     1786509793
167898      1558     1787597717
166841       278      300140694
166841       289      312310024
166841       291      314105276
166841       323      348385920
166033      1064     1408290165
166033      1077     1424025052
166033       963     1290608739
166033       978     1308028893
166033       988     1320105206
166033       988     1320204943
166033       998     1331994799
166033      1001     1335410701
166033      1001     1335089440
166033      1006     1341532476
166380       135      160217839
166380       138      163127555
166380       140      165547199
166380       176      208146435
165364       856     1022668353
165364       914     1085192946
165472       128      148471990
165472       819      967085338
165472       839      991873849
165472       839      992534578
165472       843      997043569
165472       878     1040939240
166374        56       44794784
166374        69       61805592
166374        75       69968449
166374        75       69703309
166374        76       71002248
166374        78       74860652
166374        79       75554558
166374        79       76134913
166374        79       75614603
166374       185      221471250
167898       517      619556507
167898       519      621787560
167898       526      631486226
167898       544      654734805
167898       545      655791966
166462       210      206430237
166462       231      230715993
166462       237      237988794
166462       240      240888839
165570       363      485976710
165570       364      487301509
165570       431      574249021
165570       455      605529566
165570       469      622980852
165570       471      626254261
165570       475      631527058
165570       485      644065461
165570       486      645035875
165993       392      444126138
165993       417      473232339
165993       431      489413940
165993       454      516222354
166380       438      504259017
166380       473      542447939
166554       349      414826659
166554       353      419371024
166554       355      422001015
166554       364      432963830
166554       369      440028789
166554       378      451257416
166554       389      464431219
166554       391      466817102
166554       400      477694545
166554       405      484479539
167898       252      261588380
167898       253      263053683
167898       388      449434975
167898       413      481917164
165415       360      420403293
165415       373      435901821
165415       379      443851445
165415       380      445344155
167284       104       95297714
167284       133      121993362
167284       165      151786521
167284       172      157987353
167284       174      159663029
167284       187      171396146
166864       424      424945180
166864       424      424638794
166864       496      465868039
166864       500      470600321
166864       507      477212702
166864       522      492875112
166864       527      497754309
165548       158      216529826
165548       167      229418112
165548       184      251799970
165548       216      296507064
165633        98       99855709
165633       144      167432879
166782       122      136825292
166782       228      253705767
166782       241      267700686
166512       108      111035855
166512       117      123474798
166512       134      147042605
166512       134      147070467
166512       147      164272658
166565       265      247415769
166565       273      254958911
166565       285      266106854
166565       295      275673301
166565       321      296079153
166565       326      300520608
166408       327      409737328
166408       346      434420793
166408       350      440054677
166408       353      444622262
166922       625      798258437
166922       702      887841849
166922       703      889003642
166922       706      892969728
166922       708      895449763
166922       730      920583741
165364       350      437541847
165364       352      440490254
165364       367      459202260
165364       388      484093905
165364       389      485274150
165415       136      135828179
165415       147      150908458
165415       174      185800762
166950       189      227325792
166950       206      247342125
166950       206      247677353
166950       206      247992446
166950       210      252336039
166950       218      262686566
166950       219      264325407
166950       220      265428691
166950       228      275170053
166950       228      275089582
165514       251      326957827
165514       259      339077603
165514       264      347215128
165514       286      378674905
166408       880     1103824013
166408       905     1133960880
165415       560      657553236
165415       592      694490448
165415       592      694902380
165415       594      697165484
165415       598      702026575
165415       605      710221580
165415       627      735051506
165415       629      737177288
165617        29       29269966
165617        38       44759583
165617        58       69552049
166512      1561     1715563083
166512      1562     1716107636
166512      1579     1732129587
166512      1585     1737895075
166512      1587     1739467988
166923       229      250931143
166923       231      252471929
166923       243      265816459
166923       252      275088294
166923       298      324377722
166923       323      349944637
165567       215      258910231
167041         7        5480260
167041        11       10020188
167041        63       70645504
166346       116      129519705
166346       125      141887551
166346       188      228327078
166346       194      236208711
166346       209      255660111
165402         4        2818597
167898      1430     1655710917
167898      1448     1674043780
167898      1453     1679326610
167898      1454     1680630233
167898      1476     1703515445
165993       916     1016166721
165993       930     1029960054
165993       941     1041936633
165993       948     1048608543
166161        80       96448493
166161        85      103157213
166161       117      142426125
165993       383      433349089
165993       987     1088248942
165993      1046     1147001255
165993      1061     1161995642
167830       934      961246891
167830       942      968977925
167830       947      973737756
167830       949      975933376
167830       973     1000031616
167830      1005     1033010854
165633       251      321184702
165633       257      329357264
165633       280      361082633
166890       289      319729059
166890       318      351269087
166859       137      138220349
167674        92      113464281
167674       129      159616675
166699       355      381608268
166699       369      396540430
166699       376      404865574
166699       377      405644051
166699       388      418653671
166699       392      423426092
166699       394      425555540
166699       395      426109926
165415      1051     1237282638
165415      1058     1246151289
165415      1078     1271388612
165415      1110     1310446945
165415      1118     1321403257
165415      1123     1326554686
165415      1123     1327529786
166512       999     1163990239
166512      1032     1198738475
166512      1047     1214000523
166512      1049     1216231825
166380      1149     1239699051
166380      1625     1686398933
166380      1659     1717239304
166380      1662     1720278643
166380      1677     1733469552
166380      1678     1734501869
166380      1688     1743456526
166563        80       85515829
166563       113      121274781
166563       115      123335341
167898       118       68656556
167898       179      159767414
167898       199      185643554
167898       209      200023319
167898       213      206822029
166782       430      468219283
166782       442      480961766
166782       457      496310757
167284       368      324719892
167284       526      459300137
167284       553      482525686
167284       556      484773497
167284       573      499379765
167284       577      502657390
167284       578      503023039
167284       596      518091380
166033       465      653884449
166033       470      660530913
166033       483      677348508
166033       486      682655120
165415      1228     1455924654
165415      1272     1507937503
165415      1299     1539484491
166380        21       22466235
166380        33       37841955
166380        52       60636755
166380        55       64204504
166380        56       65202218
165467       206      245489123
165467       206      245338152
165467       208      248480691
165467       211      252249025
166438        59       52886918
166438       368      424882641
166438       395      456181995
166438       641      728779860
166438       643      730772542
167807      1439     1741106465
167807      1458     1759209882
167807      1485     1787530367
165993       297      332065124
165993       300      334875867
165993       313      350966831
165567       404      504046437
165567       405      505092162
165567       429      535778833
165567       439      549097102
167784        55       34673057
166512      1530     1687009569
166512      1648     1794801747
166512      1698     1840153972
166512      1710     1851024217
166512      1727     1866686117
166512      1752     1888478435
166512      1757     1892974613
166922        96      128872386
166922       128      172413333
166922       131      176369029
166922       138      184839904
166922       151      202376347
166922       157      211148970
165514       317      425113027
165514       325      436430699
165514       339      457411942
165514       353      476758285
165514       354      477341536
165514       354      477979886
165514       367      496125253
167551       373      489114251
167551       386      506440687
166784       232      224388236
166784       281      271445338
166784       281      271078240
166784       287      277501527
166784       296      285319571
166784       297      286343769
166784       298      287840262
166784       307      296125976
166784       317      305320809
171219       124      132605323
171219       125      135082825
171219       125      134936796
171926       109      145711974
172033       105      135753382
170842       282      335130499
171446       464      581820637
171446       467      586734537
171156       162      128917703
171156       283      258580143
171156       284      258669916
171315       201      232841282
171446       417      514443249
171446       421      520473991
171446       421      520623660
171050       401      515397254
171484        83       59958057
171484        83       60283741
171926        48       65214890
172033       744      983821018
172033       335      436481647
172033       115      147715521
172033       131      168160049
172163       419      610568059
172400       407      547013265
171178       521      556218684
171178       521      556130145
171178       572      608949885
171178       573      610504160
171178       589      626633752
171106        36       36749595
171156       483      515624956
171156       502      538590801
171156       536      580444159
171446       551      703070737
172399       106      119718381
172014       213      325978472
172033       581      775062092
172163       195      293577076
172208       130      158167947
172389       268      392396385
171926        26       34853307
171926        29       38226553
172163       175      263718357
172208        66       49809173
172208        67       52134283
172208        69       55927566
172389       235      343394011
172389       237      346271389
172389       201      292054302
172389       202      292486816
172389       280      410634033
171921       137      170551212
172014       104      161675064
172014       130      201830964
172014       133      206152415
172163        99      146893956
172163       181      272611450
172286        65       52373645
172286        69       59010126
172389       226      329541710
172014        27       40588044
172014        32       48559656
172268       106      126052915
171446       645      828603924
171446       653      838731576
171446       654      840953122
172033       444      589429123
172033       444      589562989
172619        30       26522301
172619        32       28769239
171106       144      161026696
170854        31       31040749
171178        37       38481758
171178        38       39628520
171178       135      141765137
171315        55       33904890
171578       447      450357493
171578       450      453943600
172268       121      152540595
171926        62       80277194
171926        65       85106611
171926        70       92008341
171926        77      101861495
171926        97      128844669
171926        97      129225326
171926        98      130440787
172163       359      528775664
172163       359      528702092
171484       227      258842616
171484       258      299001026
171484       262      303602537
172024         5        4588101
172024         8        8331765
170876        39       32351207
170876        53       45035279
170876        67       56980898
170876        61       51798947
170876        63       53075348
170876        83       71104263
170876        98       83813116
170876       241      207806721
171178       204      220381071
171178       204      220201945
171578       364      354421478
171578       365      355469322
171578       738      768311811
171578       744      775421638
171578       844      886079977
171578       858      901457037
171578       913      960288617
170854       379      386871282
170854       416      422260694
171178       314      338119295
171578       964     1014846560
172478         5        2452929
172619        13        9906884
172619        15       12654563
172014       101      156849807
172014       156      241203294
172163       109      161976298
171178       189      202965819
171578       260      249768198
171578       344      332318735
171578       626      646367435
172478        58       63414043
170896       201      176342121
170899         4        2343948
170899        16       13123764
170899        26       21385145
170899        33       27631155
170899        40       33630056
171578       670      693500695
171578       706      732352572
172163       641      918204753
172389       428      619632830
171091        95      105545452
171106       112      124354369
171106       130      145079855
171106       212      236640191
171178       757      796462506
171178       761      800060297
171282        92      128352780
171446       726      935106019
172268       138      180842691
172411       123      103744577
172411       155      157085491
171156       270      240903934
171156       318      304887102
171274       137      112271247
171274       137      112412455
171106       194      217012250
171106       196      218473553
171156       656      722243189
171156       678      747282735
171446       774      996156821
170876       174      149078351
170876       176      151286829
170876       328      282414136
170876       359      308623315
170876       426      365433193
171178       125      131090952
171178       403      431720093
171178       406      434260492
172163       766     1096857381
172389       229      334431438
172400       687      936209168
171156       371      373664765
171156       388      396051389
171446       572      732072692
170842       211      253424178
170842       237      284067534
170842       242      290396483
172033       458      609417980
172033       458      609877532
172389        96      125360906
172400       371      502369799
170854       333      341755595
170854       349      357073705
171156       215      170534625
171578       697      721862248
171578       702      727588595
171578       704      730322820
171578       714      741203986
171578       732      761868651
171578       745      776080178
171578       748      780112715
171578       756      788401352
171578       778      813311690
171578       779      814304095
171578       783      819281446
170901        65       52644931
170901       145      118146411
170901       149      121477601
170901       150      122141648
170901       183      149002967
171156       412      427096861
171156       468      497316635
171484       103       89016052
171484       108       96989661
172268       119      148042428
172268       120      150581239
172411        88       45030336
172411       141      134248974
171178       964     1001461684
171178       965     1002514770
171178       966     1003520160
171178       970     1008060379
171578       268      257851112
172619        75       69366838
170826       168      194323041
171219       127      137867863
171315       141      154526111
171446       206      239364378
171446       210      244536531
171446       236      279364792
171446       264      315192642
171219        77       66778036
172033       219      277998897
171274       121       88505452
171274       124       92311156
171274       126       95746396
172208       142      178364468
172400       238      327350196
172411       248      306301420
171578       102       85568191
171578       102       85566734
171578       131      116881382
171578       279      268817338
171812       239      299399532
172033       553      737492379
172033       558      743677537
172163       746     1068427196
172400       321      437988056
172400       325      443227017
172400       326      444594467
172400       326      444496967
172411       203      235836345
171050       198      238422393
171050       199      239320170
171050       199      239366962
171812       147      176212535
172033       416      551270140
172400       630      857615693
172400       657      894908611
172400       664      905244491
172014       113      174952162
172014       118      183157982
172286        79       75622978
172389       244      356849616
172389       247      361177408
172411       279      350490719
170854       317      325672495
170854       346      354743371
170876        48       40672768
170876        72       61318959
170876       188      161081515
171578       641      662914385
171578       644      665558194
171578       645      667000988
170876       489      424035796
170896        86       75253832
170896       100       87544216
170896       106       92887265
170896       109       95778929
170896       111       97232835
170896       115      101231462
170896       115      101227214
170896       116      101536726
170896       139      122013270
170896       164      143926203
170899        82       69757664
170899        83       70419289
172411       147      145148687
172411       148      146324039
172411       158      163012660
172411       174      187987531
171156       671      739645436
172399        89       92215061
172268       155      209740343
172268       157      213615615
172268       159      216681551
172389        58       62593505
172389        76       92057538
172024        16       20205215
172033       244      307774953
172033       686      909873736
172163       408      595304960
172255         6        5854411
170854       481      484351392
170854       514      515447705
170854       519      519886441
170854       573      570134361
171178       379      405395344
171178       400      428017668
171178       461      493648511
171178       466      498260883
171178       489      522748098
171178       546      581989519
171578       527      538732179
171578       543      556711172
171578       544      557422730
171578       587      604994644
171578       590      608416354
171578       592      609683429
172478        44       47456871
172478        71       78767790
170901       132      107647320
171050        48       18517696
171106       123      137318388
171446       847     1086972456
171578        84       64858474
171578        87       68572192
171578       295      284554210
172033        76       98776674
172033        77      100085917
172033        79      102653344
172286       120      143756386
172286       122      145787012
172286       125      151007361
172400         4        1411595
171106         8        6217520
171178        21       21648995
171578       210      198984325
171578       211      199276300
171578       214      202527537
171578       237      226516952
171578       307      296524842
171578       307      296542469
171578       309      298297037
171578       314      303304652
172208       180      240610964
172286       203      272710206
172286       209      282466233
172389       380      553001234
172400       384      517865920
172400       504      677419210
172286       184      243213524
171926       149      199389466
172255        35       54698423
172400       183      254531221
172400       184      255705337
172400       478      639622183
171050       323      417401875
171050       327      422096209
172024        31       41547949
172024        33       44214677
172024        38       51197357
172024        68       92872315
172033       715      946761655
172163       470      677494864
172163       475      684063571
172389       436      630555981
172400       501      672227295
172400       566      767899142
170876       222      191529828
170876       223      192274038
170876       262      226090373
170876       448      386324928
170876       472      408569414
171578       790      826318037
171578       845      886951517
171578       888      933963911
171926       240      318936943
171926       247      327111844
172163        95      139761147
172163        98      144740848
172163       143      214975953
172163       144      215990795
172400        24       31048986
172014       163      251247815
172389       252      368010489
172389       254      371970602
172389       254      370956753
172389       254      372015556
171921       101      114600992
171921       102      117179444
172411       223      267276976
172163       374      549329120
172163       375      551307693
172399       115      134537201
172399       115      133661620
172400       248      340921615
172400       249      343039228
171050       556      714492076
171926        20       25049368
172399       147      184814034
172400       186      258700136
172400       186      258597287
172400       298      407920770
172399       169      220057968
171178      1029     1065190932
171178      1030     1066085851
171178       856      895693426
171178       923      962202492
171178       927      965718819
171178       936      974288264
171178       945      983757310
171050       189      224281805
171050       210      255575698
171050       211      257027845
171050       213      259850427
171219       115      120927859
171219       120      128276109
171926       171      229496310
172033       186      237145197
172033       239      301820304
171050       272      345598543
171050       272      345477569
171050       301      386684264
171369       114      111796843
172033       702      930825484
172033       703      932566585
172033       718      950638127
171050       217      265601986
171926       202      269385549
171926       204      272594160
171926       212      282832265
171926       213      284461265
172014       231      351756125
172014       233      355266603
172163       630      902830116
172208       182      243676143
172208       182      242680866
172208       184      245828892
172400       651      886716209
170854       576      572727710
171178       140      147821797
171178       878      917416897
171178       878      917969807
171812       225      281452697
171812       251      314865804
172014       120      186095062
172014       122      189349566
172014       140      217428955
172014       143      221772442
172411       315      404354638
172411       317      407295142
171282        66       90361109
171282       146      203643883
171282       152      210802570
171484       381      456270023
171484       220      250056432
171484       222      252858297
171484       370      439895972
172401        31       36391155
172401       109      138339824
172401       132      168868214
172400       213      293802484
172400       219      302618399
172400       347      470820002
170826       259      317498524
170842        11       11047074
170842        13       13567784
171282         4        2273560
171446       300      360522014
171484       315      370680300
171578       254      242999577
171578       391      386550541
171578       529      541571934
171578       532      544345813
171578       565      580887080
171578       568      584016962
171578       596      614948235
171578       599      617477438
170854       158      164120210
171578       320      308693173
171578       325      313217993
171578       325      313754899
172389       108      144154391
172389       121      165825139
172208       115      134611308
171446       749      964166257
171578        65       43686784
171578        69       48394707
171578       617      637152191
171156       399      409628016
171446       834     1070036674
171446       838     1075528877
171812       131      153578289
171926       131      176489711
171926       132      177462072
171926       136      182016599
172014        78      119631027
172389        97      126365764
172400       482      645599422
170842       140      170267220
171106       136      151248505
171156       136      105104556
171156       136      104859038
171156       147      115271901
171156       150      117409075
171156       152      119128565
171156       154      121498718
171484       377      450672764
171050       119      118907218
171050       128      134063623
171050       131      137511154
171050       120      120408689
171050       145      159963061
171369        78       62182766
171369        80       65996934
171812       151      181366290
171812       198      244780059
172163       450      650594946
172163       450      651109834
172399       158      202127602
170842       264      314740386
170842       273      325888329
170842       294      349188760
171156       156      123111852
171156       289      265741773
171156        49       22359463
171156        50       23656110
171282       106      147609595
171282       141      195825472
171282       142      197030093
171315       127      134426527
171315       127      134469056
171446       247      292847692
171219       140      155391147
171219       140      155587502
171812       161      194597553
172033       247      311682181
172033       320      416135713
172033       321      417002169
172033       325      422750889
171091       122      136607974
171091       125      139671939
171106       179      200374409
171106       181      202590699
171578        94       76390932
171446       277      330904244
171484       316      372092109
171484       318      373655754
171921       139      172976121
172400       689      938165174
172401        17       17910267
171446       695      893922138
171578        52       29211056
171578        56       32709615
172163       202      303708602
172163       208      313143388
172163       208      312957823
172400        10       10505402
172411       320      412124297
170826        72       58548644
171050       630      805973622
171282        71       97257066
171446       157      173435291
171812       282      355436097
171812       291      366874668
171812       293      369345617
172033       619      823703231
172033       623      829921562
172033       679      901911062
172163       764     1094205853
171091        73       80381999
171578       432      433183485
171578       434      435863541
170876       375      321416886
171178       453      484736157
171178       648      687146037
171178       691      729516841
171315       162      181942796
171315       164      185031215
172399       163      209556039
172399       166      214186126
172399       167      216220262
172400       702      950616380
172400       703      951736311
171156       141      109844922
171156       146      113793832
171315       156      173453736
171315       168      189643210
171315       171      193983780
171315       173      196587745
171315       193      222877284
171315       195      225298985
171315       197      228330378
170842       181      218571324
171812       171      208841017
172163       669      959784935
172163       672      964541000
171926       163      218885122
172033       368      483607335
172163       643      921598056
172389       454      655003526
172400       586      796487090
170854        82       84324876
170854        83       84719249
171178       118      123223578
171178       123      129272937
172389        41       33284872
172389        45       40631551
172389        49       47287018
172163       162      244528835
172389       258      377876938
172389       259      378395097
172389       264      387191193
172411       291      368775010
172478        55       60509805
171812       411      537023630
172400        40       54559246
170842        66       79772028
170842        68       82722775
171219       100      100084559
171219       104      105537771
171812        71       67655524
171812        82       83747217
171812       104      115758665
172033       271      345400539
172033       272      346349238
171446       258      306978427
171484       248      285615321
171484       289      338456895
171156        65       37947394
171282        98      136008568
171282       129      179288933
171484       240      275897398
171484       246      282794450
172033       231      292078554
172033       231      292183416
172033       233      294346380
172399       208      279424760
172400       620      843880078
172163       119      177384547
172163       120      179609927
172163       122      182915976
172389       151      212691881
172389       152      214858163
172033        19       24062264
172033        21       26830911
172163       362      532935563
172163       369      542351954
172399       134      164448519
172399       137      169599058
172389        86      108541655
172399        82       79373395
172399        84       83669908
172399        86       86122732
172163        48       63626240
172163        81      117806602
172163        83      121458756
172163        87      127303045
172411       277      346621096
172411       282      355449423
172411       294      372524162
170854       494      496538855
170854       528      528548697
170854       560      557948434
170854       563      560468458
171178       347      374540755
171178       410      438651909
171178       411      439915252
171369        64       42657190
172033       440      583726305
172033       469      623751202
172286       116      136647331
172286       116      136645443
172389       354      517230968
172389       361      526059538
172399        75       68719748
172400       258      355043303
172400       258      354754115
170826       307      378799214
170901        38       30201043
171156       418      434877159
171156       421      437870837
171156       439      460491865
171282        45       61108900
171446       559      714534251
171446       587      752528381
171446       606      777529195
171446       618      792539462
171446       619      794550767
171446       667      857448777
171446       669      859870749
171446       673      865976551
171156       253      217261385
171446       343      413949925
171446       366      442747201
